DA_Number,Detail_URL,Description,Submitted_Date,Decision,Categories,Property_Address,Applicant,Progress,Fees,Documents,Contact_Council
PCD25/1591,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733784&propkey=1002684,,,,,"7 Clover Ct, CAMBEWARRA VILLAGE",,,,,
PCD25/1593,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733789&propkey=6309,,,,,"15 Collett Pl, ST GEORGES BASIN",,,,,
PCD25/1595,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733830&propkey=1003518,,,,,"15 Hilder Cl, MILTON",,,,,
PCD25/1597,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733834&propkey=47609,,,,,"8 Bimbimbie Av, BANGALEE",,,,,
PCD25/1599,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733893&propkey=1005654,,,,,"81B Kangaroo Valley Rd, BERRY",,,,,
PCD25/1601,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733956&propkey=1003880,,,,,"10 Patrina Cct, ST GEORGES BASIN",,,,,
PCD25/1603,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733987&propkey=1003879,,,,,"8 Patrina Cct, ST GEORGES BASIN",,,,,
PCD25/1605,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734025&propkey=20598,,,,,"11 Seaside Pde, DOLPHIN POINT",,,,,
PCD25/1607,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734068&propkey=45985,,,,,"420 Wattamolla Rd, WATTAMOLLA",,,,,
PCD25/1609,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734126&propkey=1005099,,,,,"107 Wirraway Bvd, BADAGARANG",,,,,
PCD25/1611,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734134&propkey=23838,,,,,"62 Curvers Dr, MANYANA",,,,,
PCD25/1613,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734155&propkey=1005284,,,,,"32 Myrtle Drive, BADAGARANG",,,,,
PCD25/1615,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734182&propkey=27436,,,,,"73 Chapman St, CALLALA BAY",,,,,
PCD25/1617,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734194&propkey=1004314,,,,,"11 Eumundi Av, BADAGARANG",,,,,
PCD25/1619,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734222&propkey=93310,,,,,"103 Sophia Rd, WORRIGEE",,,,,
PCD25/1621,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734307&propkey=22222,,,,,"6 Greenwell St, CURRARONG",,,,,
PCD25/1623,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734356&propkey=84654,,,,,"8 Alexandra St, BERRY",,,,,
PCD25/1625,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734446&propkey=1005279,,,,,"22 Spitfire St, BADAGARANG",,,,,
PCD25/1627,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734448&propkey=11175,,,,,"61 Glanville Rd, SUSSEX INLET",,,,,
PCD25/1629,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734480&propkey=118397,,,,,"24 Osprey Rd, SOUTH NOWRA",,,,,
PCD25/1631,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734537&propkey=38058,,,,,"383 Hawken Rd, TOMERONG",,,,,
PCD25/1633,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734573&propkey=14738,,,,,"3 Hunt St, OLD EROWAL BAY",,,,,
PCD25/1635,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734577&propkey=121150,,,,,"64 Gemini Way, NARRAWALLEE",,,,,
PCD25/1637,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734658&propkey=1001091,,,,,"47 Nethercote St, MOLLYMOOK",,,,,
PCD25/1639,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734677&propkey=84362,,,,,"7 Rectory Park Way (Priv), KANGAROO VALLEY",,,,,
PCD25/1641,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734720&propkey=14587,,,,,"5 Beths St, OLD EROWAL BAY",,,,,
PCD25/1643,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734808&propkey=90362,,,,,"32 East St, NOWRA",,,,,
PCD25/1645,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734855&propkey=63563,,,,,"1 Prowse Cl, VINCENTIA",,,,,
PCD25/1647,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734915&propkey=49928,,,,,"511C Coolangatta Rd, FAR MEADOW",,,,,
SFH2025/1134,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=732788&propkey=4903,,,,,"12 Tulip St, HYAMS BEACH",,,,,
SFH2025/1136,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=732998&propkey=92921,,,,,"22A Woorawa Lane, LITTLE FOREST",,,,,
SFH2025/1139,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733335&propkey=1004111,,,,,"24 Serenity Rdge, BERRY",,,,,
SFH2025/1141,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733497&propkey=1000116,,,,,"56A Bunberra St, BOMADERRY",,,,,
SFH2025/1143,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733917&propkey=10710,,,,,"28 Warrego Dr, SANCTUARY POINT",,,,,
SFH2025/1148,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734435&propkey=3065,,,,,"86 East Cr, CULBURRA BEACH",,,,,
SFH2025/1150,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734870&propkey=29047,,,,,"25 Edendale St, WOOLLAMIA",,,,,
DA25/2066,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=732625&propkey=90046,,2/09/2025,,,"90 Princes Hwy, MILTON",,,,,
DA25/2069,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=732637&propkey=95540,,2/09/2025,,,"27 Lacebark Gr, WORRIGEE",,,,,
MA25/1291,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=732678&propkey=20493,,4/09/2025,,,"14 Plover Cl, SUSSEX INLET",,,,,
DA25/2076,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=732717&propkey=87394,,5/09/2025,,,"92 Tallawalla Way, TERMEIL",,,,,
DA25/2086,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=732853&propkey=46755,,5/09/2025,,,"Hancocks Creek Rd, WANDANDIAN",,,,,
DA25/2088,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=732865&propkey=30982,,5/09/2025,,,"49 Mulgen Cr, BOMADERRY",,,,,
DA25/2074,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=732697&propkey=99219,,9/09/2025,,,"3 Eyrie Bowrie Dr, MILTON",,,,,
DA25/2101,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733076&propkey=49268,,9/09/2025,,,"58 East Cr, CULBURRA BEACH",,,,,
DA25/2091,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=732902&propkey=91227,,10/09/2025,,,"11 Sundowner Av, BERRARA 13 Sundowner Av, BERRARA 15 Sundowner Av, BERRARA 17 Sundowner Av, BERRARA 19 Sundowner Av, BERRARA 21 Sundowner Av, BERRARA",,,,,
DA25/2113,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733336&propkey=967,,10/09/2025,,,"39 Comarong St, GREENWELL POINT",,,,,
DA25/2112,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733328&propkey=18835,,11/09/2025,,,"203 Mitchell Pde, MOLLYMOOK BEACH",,,,,
MA25/1300,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733304&propkey=1005021,,11/09/2025,,,"Culburra Rd, CULBURRA BEACH",,,,,
DA25/2124,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733461&propkey=12264,,12/09/2025,,,"6 Teal Pl, SUSSEX INLET",,,,,
MA25/1301,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733340&propkey=90651,,12/09/2025,,,"773B Mt Scanzi Rd, BUDGONG",,,,,
DA25/2127,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733491&propkey=88275,,15/09/2025,,,"2 The Basin Rd, ST GEORGES BASIN",,,,,
DA25/2135,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733677&propkey=1002755,,15/09/2025,,,"49 Kanuka Dr, ULLADULLA",,,,,
DA25/2131,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733644&propkey=1002692,,16/09/2025,,,"320 Princes Hwy, BOMADERRY 330 Princes Hwy, BOMADERRY",,,,,
DA25/2140,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733777&propkey=15582,,17/09/2025,,,"14 Conjola St, ULLADULLA",,,,,
DA25/2151,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733920&propkey=10741,,17/09/2025,,,"103 Warrego Dr, SANCTUARY POINT",,,,,
DA25/2144,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733799&propkey=71387,,18/09/2025,,,"12 Huon St, CALLALA BAY",,,,,
MA25/1304,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733635&propkey=1002540,,18/09/2025,,,"Culburra Rd, CULBURRA BEACH Culburra Rd, CULBURRA BEACH",,,,,
MA25/1309,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733894&propkey=90738,,18/09/2025,,,"445 Turpentine Rd, TOMERONG",,,,,
DA25/2154,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733946&propkey=1001167,,19/09/2025,,,"40 Corks Lane, MILTON",,,,,
DA25/2165,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734113&propkey=1004,,19/09/2025,,,"50 Comarong St, GREENWELL POINT",,,,,
DA25/2152,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733921&propkey=2239,,20/09/2025,,,"15 Agars Lane, BERRY",,,,,
DA25/2139,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733775&propkey=41084,,22/09/2025,,,"41 West St, NOWRA",,,,,
DA25/2161,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734100&propkey=17357,,22/09/2025,,,"97 Matron Porter Dr, NARRAWALLEE",,,,,
DA25/2175,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734209&propkey=26571,,23/09/2025,,,"7 Murramarang Rd, BAWLEY POINT",,,,,
DA25/2156,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734028&propkey=1003536,,24/09/2025,,,"11 Melville Pl, MILTON",,,,,
DA25/2187,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734409&propkey=28579,,24/09/2025,,,"47 Sydney Av, CALLALA BAY",,,,,
DA25/2177,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734243&propkey=44819,,26/09/2025,,,"1154A Burrier Rd, BURRIER",,,,,
DA25/2194,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734593&propkey=5557,,26/09/2025,,,"25 Audrey Av, BASIN VIEW",,,,,
MA25/1308,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=733824&propkey=97832,,28/09/2025,,,"11 Wandean Rd, WANDANDIAN D2683 Princes Hwy, WANDANDIAN D2685 Princes Hwy, WANDANDIAN",,,,,
DA25/2197,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734617&propkey=86718,,30/09/2025,,,"8 Snapper Rd, HUSKISSON",,,,,
DA25/2206,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734748&propkey=27393,,30/09/2025,,,"26 Chapman St, CALLALA BAY",,,,,
DA25/2195,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734606&propkey=11555,,1/10/2025,,,"11 Lagoon Cr, SUSSEX INLET",,,,,
DA25/2201,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734705&propkey=55737,,1/10/2025,,,"55B Suffolk Rd, TOMERONG",,,,,
DA25/2220,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734839&propkey=17784,,1/10/2025,,,"27 Anker Av, MOLLYMOOK BEACH",,,,,
DA25/2211,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734757&propkey=45616,,2/10/2025,,,"844D Kangaroo Valley Rd, BELLAWONGARAH",,,,,
MA25/1324,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734944&propkey=314,,2/10/2025,,,"130 Kangaroo Valley Rd, BERRY",,,,,
DA25/2225,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734937&propkey=83979,,3/10/2025,,,"34 Pebbly Beach Rd, EAST LYNNE",,,,,
DA25/2199,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734682&propkey=1001557,,6/10/2025,,,"46 Connors View, BERRY",,,,,
DA25/2221,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734858&propkey=14380,,7/10/2025,,,"37 Naval Pde, EROWAL BAY",,,,,
MA25/1322,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734852&propkey=29524,,13/10/2025,,,"Streamside St, WOOLLAMIA",,,,,
DA25/2199,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734682&propkey=1001557,,6/10/2025,,,"46 Connors View, BERRY",,,,,
DA25/2221,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=734858&propkey=14380,,7/10/2025,,,"37 Naval Pde, EROWAL BAY",,,,,
